"경남","11월",1060,34,1477,990,28,1422,1186,31,1670,1015,28,1391,1032,27,1411
"경남","12월",929,27,1279,974,32,1408,1042,33,1461,898,20,1233,886,22,1189
"제주","전체",4378,80,6602,4239,82,6611,4412,66,6818,4030,68,6131,4373,52,6725
"제주","1월",366,11,537,331,11,548,345,7,548,349,8,513,272,4,393
"제주","2월",332,11,505,269,7,455,308,4,474,282,1,388,305,3,462
"제주","3월",322,3,457,371,5,560,377,9,549,305,5,432,346,3,522
"제주","4월",380,4,556,332,6,504,372,9,569,269,6,417,366,7,619
"제주","5월",324,5,455,351,2,533,395,4,621,325,6,484,387,5,611
"제주","6월",364,8,571,391,4,615,327,6,484,337,6,502,383,2,586
"제주","7월",414,7,622,383,9,586,375,2,545,370,4,585,410,1,627
"제주","8월",389,7,595,377,6,627,405,5,657,386,4,655,382,7,604
"제주","9월",417,6,660,338,2,546,352,6,583,352,9,506,335,3,527
"제주","10월",331,6,530,355,10,532,405,5,626,401,5,663,423,3,641
"제주","11월",392,5,589,402,13,606,381,7,583,363,12,569,403,3,580
"제주","12월",347,7,525,339,7,499,370,2,579,291,2,417,361,11,553
